index	statistic	pvalue	gene
4132	1.72614152723655	0.0906231330598415	TMEM128
2303	1.72369273452016	0.0904849704516861	RAB3IP
2331	1.72324066109696	0.0906752157717261	DCTN4
2279	1.72082214967871	0.0909048447565639	SNRPB2
2706	-1.72051041603293	0.0907647315801955	ZNF625
2278	1.72021417383185	0.0910161139290746	HMBOX1
2311	1.71959409917577	0.0912337826589269	TSGA10
576	-1.71897947105228	0.0915666811370268	ITM2B
3822	1.71622989088185	0.0920725393309388	SPACA6P
313	-1.71472183696278	0.0918289965136552	CTC1
3820	1.71357657104077	0.0925628758539542	HOXB7
2554	-1.71267700258405	0.0928463209623588	KRTAP10-7
2643	1.71153860978611	0.0924186246672968	PIGS
4157	1.71129545534431	0.0931029010689545	TAF9
3769	-1.71122755596543	0.0931155263898467	CYB561A3
2928	-1.71023980861837	0.0935471835956674	PPAPDC1A
2291	1.71011579466694	0.0928807880376809	MID2
4156	1.70849181728525	0.0936253919585636	TBL1XR1
312	-1.7056552317186	0.0935166141274821	ERO1L
2553	-1.70260902284759	0.0947295926553349	TYRO3
694	1.70163518216377	0.0943702326460556	CCT7
2277	1.6974886722631	0.0952566076414589	GORASP2
319	-1.69745763439924	0.0950643847551369	JUNB
2650	1.69668657258805	0.0952110449064616	RCHY1
2641	1.69454010929426	0.0956202938079578	FOSL2
3770	-1.69440021447193	0.0962883207156082	TGFBI
318	-1.69350513441578	0.0958181401297645	TPT1
2642	1.69226401873405	0.0960558358279259	GTF3C5
2617	1.68875577415183	0.0967303478208152	ZSCAN12
2721	-1.68334088346713	0.0977790693660676	ZNF426
2330	1.68246233373893	0.0983624181992113	ZNF581
4131	1.68231664915197	0.0988703490371827	PTPN5
3766	-1.67899340195963	0.0992708708403018	PTPN6
2640	1.67823938617937	0.0987756087796474	ZNF32
320	-1.6754960626151	0.0993149283398556	BATF
321	-1.6754960626151	0.0993149283398556	EEF1D
322	-1.67537428195871	0.0993389254240674	AK3
2651	1.67360721833097	0.0996876629721204	SEMA4C
3420	1.67347027185214	0.100358388026154	DTX3
1619	-1.67285696968738	0.0998360305715662	SCOC
2647	1.67217808437809	0.0999704412558566	KRTAP12-4
1620	-1.67121471953604	0.100161429470803	BRD8
3765	-1.67090764081903	0.100866286893981	C7orf50
4150	1.66856499871982	0.10133242824336	FAM65B
4151	1.66755581279284	0.10153378077942	RHOC
2612	1.66720707305119	0.100959157443147	KRTAP13-1
4152	1.6626347684506	0.102520330763671	PDE6D
2613	1.66105230783937	0.102194382547873	TBC1D10C
2653	1.66031928887721	0.102342314398663	SERTAD1
2652	1.66000666241446	0.102405459277414	FAH
2649	1.65771939119607	0.102868415169306	UBASH3B
323	-1.65704863394153	0.103004503553033	EPT1
2639	1.65670622884332	0.103074029964254	HHEX
2648	1.65653738176335	0.103108328983178	ARID5A
1629	-1.6499121161572	0.104461532956136	PPIA
2930	-1.64679792355887	0.105999068011146	CRTAC1
2310	1.646140414608	0.10554348647408	NDEL1
4149	1.64517273263525	0.106084579118432	TMEM213
1628	-1.64418739546083	0.105642428642638	ZNF276
3768	-1.6434728869556	0.1064368814786	PYCRL
3767	-1.64222850732675	0.106695390922077	SOX2
2546	-1.6399028407767	0.107179902059753	SLC6A20
3736	1.63738906738836	0.107157069321519	PLAC8
2614	1.63499793730733	0.107560739981679	ALPI
3739	1.63386927547029	0.107896512017494	TFF1
2582	-1.63317493158311	0.108473474395006	ADAMTSL3
2581	-1.632173888019	0.108684805913684	KRTAP2-4
3413	1.63137392760304	0.108972127019999	RPAP1
317	-1.62961382059743	0.108697774629122	MGC34796
316	-1.6288033217362	0.108869780549263	ST8SIA5
2545	-1.62623491288264	0.110063746899979	POM121L8P
3414	1.6256261453945	0.110193647452361	XAGE3
2547	-1.62374328361593	0.110596207379292	CCDC26
2548	-1.62226182122555	0.110913787123111	HSD3B7
2708	-1.62158982554592	0.110410399322367	NUDCD3
2709	-1.61880580997533	0.111009701745936	KRTAP10-4
3746	1.61642677992512	0.11162228365751	PCBP2
1623	-1.61625613511771	0.111560868650758	STRN
2470	-1.61605778045991	0.112636353790886	CHIC2
2710	-1.61523553577955	0.111782113349022	PSPC1
315	-1.61505724375623	0.111820799780991	TBL3
2551	-1.61487352292816	0.112508693105903	CARHSP1
2550	-1.6145167508612	0.112586177992816	ZNF439
3744	1.61437240136048	0.112067887475148	NSFL1C
3737	1.61363397413255	0.112228407199627	TK1
1624	-1.60882152731748	0.113180681338486	C8orf34
3743	1.60808552989229	0.113440494613943	RGL2
3745	1.60659113217981	0.113768757814116	PSMB3
3740	1.60551403837838	0.114005831006316	MBNL3
3423	1.60475404446723	0.114723332830142	UBAC2
3741	1.60461765460661	0.114203433491524	RPL13AP17
3738	1.59638039687958	0.116032277460263	NEURL3
3424	1.59460870863132	0.116978949649818	PRKCH
3742	1.59245917307576	0.116911137991681	PTRH1
2290	1.5871859540081	0.11820356962093	ZNF417
2549	-1.58668313044517	0.118765880080356	PTPMT1
3735	1.5837151720218	0.118890257099349	RPH3AL
3425	1.57828580197324	0.120683144993403	LINC00588
2469	-1.57710489570422	0.121339914637285	GNAI2
2268	1.57486780191228	0.121022252755241	BYSL
1627	-1.57388367230753	0.121049088329097	RIC8A
2720	-1.57214481376092	0.121451901851175	CIB3
712	1.5708317489075	0.121855340725124	COMP
4158	1.56949696578457	0.122716429015518	NDRG1
701	1.56666750068627	0.122826330278232	C14orf93
695	1.56645623643062	0.12287575632312	FDX1L
3422	1.56430434830475	0.123930624754019	BMI1
711	1.55993532083431	0.124409209300073	METTL1
710	1.55976798921445	0.124448759695921	CCT5
4159	1.55878617895886	0.125231504328378	RPS14
4163	1.55614368522663	0.12598158178122	PRKAR2B
2621	1.55504017210429	0.125471854580071	TINAGL1
4160	1.55344727161199	0.126500532065644	AKAP7
2623	1.55088151018746	0.126465143293905	SLC25A48
2622	1.55084577612334	0.126473705463641	LRCH4
708	1.54873774856013	0.127078147240811	CDC27
2669	1.5480333796362	0.127149032654729	ZNF555
3421	1.54755208316549	0.127913738379702	VCL
2615	1.54653844954509	0.127509173665577	CDK5R1
2616	1.54539367737812	0.127785509042389	QPRT
3287	-1.54482184571655	0.127923721832983	NKG7
3426	1.53821887808171	0.130176929395363	ZNF671
709	1.53606932315713	0.130152617772568	DPH3
720	1.53481208144162	0.13046094155292	DNAJC27
2289	1.53455026762127	0.130627252426134	DGCR6L
3286	-1.53284443023477	0.130846198869011	SYT16
3285	-1.53275915073866	0.130867195996745	ARAF
4164	1.53254772675123	0.131690809592875	HPCAL4
3284	-1.53139958498829	0.131202304459565	DDX55
700	1.52955952658036	0.131755368023069	DDAH2
2587	-1.52851555792275	0.132445284961701	FAM27E3
2668	1.52750703811252	0.132165524803605	CST9L
2301	1.52622306531542	0.132790615675579	TNIP1
2302	1.52422335439753	0.133288542319198	CFAP53
4165	1.52033138935427	0.134726803916728	TTC12
2463	-1.51973573680845	0.135276619563935	ZNF785
3291	-1.51572850785794	0.135114431137859	PTPN9
3288	-1.51462757833877	0.135392709351522	ADCK3
2464	-1.51361264860557	0.136820311117667	FASLG
719	1.51136810077543	0.136317562264498	GRAMD1A
4162	1.5097061309656	0.137412470119299	FAM131C
3290	-1.50964489032938	0.136657853445254	GTF3C1
4161	1.50944534752855	0.137478917334144	SPA17
2468	-1.50508671868182	0.138854301490101	ZBTB9
2589	-1.50474065532033	0.138441031922317	ZNF559
2590	-1.50438565411378	0.138532163588763	GLP1R
2588	-1.50302790789044	0.138881146793146	INPP5D
135	-1.50286886619764	0.138698876000698	MPP1
2281	1.5028056886212	0.138609604050122	CCNG1
698	1.49973841369449	0.139299174875223	MYOT
3734	1.49918078871936	0.139345241954604	MAP2K2
696	1.49723683686779	0.139947217754413	ARHGAP22
697	1.49723683686779	0.139947217754413	FAM92A1
3289	-1.49650318164139	0.140039572296055	AGTRAP
2282	1.49524007605862	0.140567887270764	SH3RF2
4166	1.49400151209136	0.141459690994305	UAP1
690	1.49396766021004	0.140797698253265	NECAP1
699	1.49107699812738	0.141553102462233	ADCY4
2284	1.49019595404359	0.141885608803532	POLR2L
718	1.49006585532214	0.141818093729785	ELAVL1
4167	1.48877146243465	0.142705638259202	VSNL1
2285	1.48830985443631	0.142380828593371	TROAP
2478	-1.48439153208729	0.144381300083338	OBFC1
1625	-1.48417783564158	0.14327095114139	KCTD15
686	1.48294013156409	0.14369665043713	KRT8P12
687	1.48193704169715	0.143962661808205	DNMT3L
138	-1.48086915939389	0.144453041571123	PAF1
3759	1.48067067610485	0.14429904535158	AP1M2
693	1.47822158920959	0.144951349048196	CNTNAP2
1626	-1.47638455243712	0.145344259295403	POLDIP2
2475	-1.47566863688588	0.146563036181924	MGAT5B
3758	1.47444897721063	0.145960704175466	RIPK2
717	1.47330515621202	0.146267820297632	FAM101A
688	1.47185634777961	0.146657554253868	CELA2B
2609	1.47074521717198	0.146859189607678	ZNF165
136	-1.46740616347528	0.148066113600517	DNPEP
3760	1.46710342230555	0.147941835368473	PRF1
3762	1.46653494209564	0.148096032663024	NIFK
3761	1.46611854125572	0.148209059204136	TACC1
3757	1.46440929625909	0.148673720426341	WFDC10B
139	-1.46437913928424	0.14888817088351	COASY
692	1.46390284000244	0.148811620607614	C22orf46
137	-1.46373275498457	0.149064174469959	LEO1
2474	-1.46345001135543	0.149862463323708	TXNDC5
2471	-1.46227083334447	0.150321945480617	UTP23
689	1.46140335172606	0.149493661763997	ASL
2610	1.46132508163322	0.14941739393534	ZNF473
2717	-1.46049912554823	0.14964335126202	ARMCX1
2465	-1.46003350262346	0.150933356518141	JOSD1
140	-1.45888116245925	0.150390427303776	CNTROB
2611	1.45847811953861	0.150197367600104	NMUR2
2473	-1.45822783157894	0.151290329637102	HBZ
2286	1.4576080687834	0.150635106532803	BANP
2288	1.45731790246004	0.150714870197798	TMCC2
2287	1.45731374550181	0.150716013142092	FAM90A1
2472	-1.45727372233705	0.151552356815394	FOXB1
4168	1.45668019726832	0.151334242368613	TAF12
3401	1.45503899665859	0.151908295674538	SLN
1616	-1.45470393727082	0.151236277576408	PPP2R5D
4170	1.45380851176955	0.152125912825019	RITA1
4169	1.45350488333241	0.152209806967586	MYL6B
132	-1.45224057746999	0.152220697431072	CKM
3756	1.45153506256704	0.152210393945519	RBMY2FP
142	-1.45002167448746	0.152836139120056	DCP1B
134	-1.44924104587029	0.153053118811198	CLC
2466	-1.44684200938954	0.154578135618439	PID1
141	-1.44638320409749	0.153849525946427	ANXA10
3755	1.44404929437439	0.154296845211172	TMEM241
133	-1.44398053297534	0.154521591143655	ASB9
4172	1.44292768932332	0.155155033807797	PNRC2
3747	1.44286944369043	0.154627722565558	LRRIQ3
3749	1.44274780080129	0.154661867552057	TRAPPC12
4171	1.44249863379139	0.155275438463934	DCP1A
3733	1.44014880920148	0.155392806943007	RPS26
1617	-1.4387245454087	0.155697257004428	PSMA4
2476	-1.43834829850478	0.15696121678602	DMRT3
3754	1.43775260151912	0.156069098876105	ZC3H15
3750	1.43376898285729	0.157198484893741	SMU1
3732	1.43330008304288	0.157331838945245	TGOLN2
2283	1.43223478420184	0.15773576724721	MAPRE3
2477	-1.4313146809568	0.158956317422592	LDLRAP1
2467	-1.42983261619097	0.159379224311698	C5orf60
4190	1.42799988283444	0.159387265605	UROD
4173	1.42627423785779	0.159882253124171	UBA7
3402	1.4218626229214	0.161274289349437	TMEM100
714	1.42144758403333	0.160731980774583	NR4A2
1613	-1.42024988375829	0.160981863084196	SET
2715	-1.41723606807306	0.161856999718384	MT1DP
1618	-1.4134757209578	0.16295407406848	COG8
691	1.41094111005607	0.163793415195413	FBXO2
2719	-1.41055863689548	0.16380908584709	WT1
2718	-1.40972284716912	0.164054698447559	NAPRT
3752	1.40885847162478	0.164405591247351	SCAF8
3753	1.40885696879161	0.164406033632091	MAPK12
3748	1.40845239959745	0.164525159009695	SERPINE2
4187	1.40806873755335	0.165177520389337	PYROXD1
2714	-1.40805550193604	0.164545530040705	RSPO2
4189	1.40759544713632	0.165316973567531	FAM84B
2300	1.4074525102673	0.164919903132129	ZNF148
2299	1.40742472252669	0.164928098296136	AP1M1
4188	1.40722220540087	0.165427012118467	UPRT
4186	1.40684528411024	0.165538193053283	PSMC2
131	-1.40679381356122	0.165217961851488	CKB
4185	1.40647083608569	0.165648701758569	TAF6L
3751	1.4037008004194	0.165929267881671	RGS2
1615	-1.40343310822953	0.165912202369776	TRIB3
3403	1.40268432474303	0.166889981747606	LYAR
2705	-1.4026352309324	0.166148989945717	PLOD3
1614	-1.4016912478887	0.166429474414594	RABIF
713	1.40081342155339	0.166787005914854	MAP3K14
2716	-1.39903719737674	0.167220027137796	SMARCC1
4184	1.39774359537294	0.168240540296651	TAF9B
2704	-1.39499228825948	0.16843043629413	DERL2
4181	1.38725317160587	0.171397366855731	PSMD2
2298	1.38713864417594	0.170995332122267	OTUB2
2297	1.38668469818518	0.17113303905573	MID1
716	1.38491020885918	0.171572741607345	DBNL
4182	1.38227414109371	0.172911568775091	UBLCP1
4183	1.38180317598807	0.173055328168677	PSMD5
1612	-1.38066731647172	0.172771401304716	ORC6
685	1.38054539177576	0.172904532585848	ALAS2
3404	1.37351879130336	0.175718708416299	ZMAT3
2591	-1.37330286091639	0.17555087012837	R3HDM2
2580	-1.36309126807253	0.178727171919041	CBX2
2579	-1.36203953804422	0.179056794332599	GLIDR
2295	1.3603318924295	0.179376669813441	ZNF250
4178	1.3600903904241	0.17978338027364	STK26
2294	1.3545471845109	0.181202565927268	TCEB3
2594	-1.35437093193884	0.181474286803436	ZNF175
4179	1.34404430279329	0.184882817163192	STK24
2336	1.3410385643072	0.185627038946945	TEKT3
2296	1.34032449075423	0.185752106256955	GNPTAB
4180	1.33469888887585	0.187903150392422	PSMC1
2571	-1.3300220415569	0.189315433347669	C10orf62
3398	1.32885459007981	0.189928608872436	FKBP1A
3399	1.32885459007981	0.189928608872436	AHSP
715	1.32726486644227	0.189807071836566	ELOVL7
4177	1.32332049760039	0.19163095398793	PDCD10
3400	1.32310013829358	0.191821110068872	ZC3H12A
4176	1.32214404408517	0.192019558475597	UGDH
2699	-1.32114209672172	0.191826942650549	PTS
2703	-1.31934859305905	0.192327914053785	FBXO34
613	1.31880143822554	0.192700520581486	CCT2
2698	-1.31856031932318	0.192683508041572	ZNF286A
614	1.3136016559642	0.194433675785675	MT1F
2337	1.31229338596996	0.195076236185748	GTPBP10
2814	-1.30864173382699	0.195907745144383	STAM2
2578	-1.30799041509346	0.196629413589584	NPBWR2
2329	1.30380819876553	0.197829909767882	MTUS2
4174	1.30186783157895	0.198811230114145	UBQLN4
4175	1.30094354873531	0.199125081456265	ISG15
2328	1.29680342827267	0.200212824330103	TSGA10IP
2574	-1.29496631261408	0.201052152455677	GSTP1
2572	-1.28366238039171	0.204950937090807	ZNF792
2665	1.28091722661922	0.205410026895593	TMEM231
612	1.28039881155918	0.205778592370892	NRBF2
2576	-1.27791008978262	0.206956521699983	PVR
2608	-1.27782667340588	0.206985712971853	GPATCH2L
2593	-1.27456459409118	0.208129679050738	ZNF264
2592	-1.27455573739664	0.208132791379412	ZNF697
3405	1.27338814468437	0.208768704454357	G2E3
2695	-1.27147023590737	0.208816993294639	EHMT2
2575	-1.27033698037805	0.209619254188772	DHX57
2694	-1.26975339527658	0.209423650994187	HSPA12B
681	1.26710045153565	0.210363663558886	NAP1L3
680	1.26709717869099	0.21036482515314	CPSF1
2697	-1.2601864431217	0.212828218859913	NLK
2573	-1.25925260936344	0.213562460803434	SPATA8
2700	-1.25814343246129	0.213469391748065	COIL
2607	-1.25775329795183	0.214209629498365	ZNF230
2577	-1.25455725364708	0.215249319099767	PVRL2
2696	-1.24589010799259	0.217992049297807	HCK
3781	1.23707215326333	0.221617928923419	OSR2
679	1.23666093544614	0.221374397303003	DHFR
3775	1.23556084256748	0.222174851467638	SWAP70
2701	-1.23519967232766	0.221823402231004	PDLIM5
97	-1.23510285313008	0.222139242154574	VAPA
2821	-1.23465580728567	0.222024305063831	EDARADD
2343	1.23401309366241	0.222642121147735	TXN2
2341	1.23227814808632	0.223284037917102	NUDT1
3776	1.23203721412788	0.223477323224516	ZKSCAN1
682	1.23175567952307	0.223187741989887	C5orf24
96	-1.2317163897667	0.22339199348816	CACNG1
95	-1.23171638970594	0.223391993510682	MX1
611	1.23155431229356	0.223355532016577	HOXC9
3779	1.23137524639899	0.223722638427001	CRABP2
3780	1.23127620924378	0.223759357130732	MRPL27
2338	1.23069172734801	0.223976148117988	SPATA24
119	-1.22874002421274	0.224497320647921	POT1
118	-1.22872783228047	0.224501856590541	CCDC91
2800	-1.22782496098347	0.224559007521622	PFDN5
684	1.22735564424382	0.224823584789001	GCA
683	1.2270618384412	0.224933128270796	KRT72
3774	1.22081333456106	0.227663560338839	EGFL8
2327	1.21968941191489	0.227883103159132	STK16
2339	1.21930702517732	0.228229726441615	SLC15A3
1610	-1.21863743472884	0.228001581117276	RBM10
127	-1.21651840567043	0.229078162936907	CCDC22
3773	1.21633444676859	0.22935003540224	USP21
114	-1.21584266098826	0.229333423045165	DEPTOR
3411	1.21503084728794	0.229949646354462	SFTPC
2342	1.2131471253977	0.230452837465978	NXF1
678	1.21302482006292	0.230212445670281	CORO6
125	-1.21256119561285	0.230575943284675	DSTN
677	1.21239255952131	0.230452350742381	DGCR8
2702	-1.21236914436952	0.230372363319487	P2RY6
116	-1.20928657671226	0.231820767475363	CIAO1
117	-1.20928657660124	0.231820767517652	FAM96B
128	-1.2089325305534	0.231955649012111	CDC16
2666	1.20741330372183	0.232259449118911	ALPP
126	-1.20690489957296	0.232729222176594	ACTB
115	-1.20594160482914	0.233097392854866	MMS19
3777	1.20561279583772	0.233424272201386	USP6
120	-1.20394641927553	0.2338613017218	MT1P3
129	-1.20346550585838	0.234045704474398	CDC26
130	-1.20333687131799	0.234095046402791	CEP83
121	-1.20009368021826	0.235341581634601	CAP2
618	1.19735621605152	0.236302874083292	ASAP2
124	-1.19713252485305	0.236483926624722	ACTG1
609	1.19451981041294	0.237400743574518	MSH3
2340	1.1921081014412	0.238630881475708	ZNF599
122	-1.19056235409746	0.239032925356324	CFL1
2326	1.1903526372531	0.239114615132	DRG1
3412	1.18951759929493	0.239744574387469	CXCL9
608	1.18896743372655	0.239560574706605	PCNA
123	-1.18849802484807	0.239837912659806	CFL2
3778	1.18837541970508	0.240084750436134	UBE2Q1
2798	-1.18816802501176	0.23969441959824	TNFAIP8
1605	-1.18812311195087	0.239711969935714	LIN7A
2797	-1.18611161275736	0.240498942000736	FAM133A
3782	1.18585808709726	0.241068864893489	TMX3
3410	1.18497200793155	0.241521033404157	RPRM
3391	1.1823598056743	0.242655282504395	TUBGCP4
1606	-1.18010100188753	0.242861641342811	TBCEL
100	-1.17780308420704	0.244039874134646	ABTB1
99	-1.1777896962619	0.244045167259554	EEF1A2
98	-1.17743005542031	0.244187387678945	GPR128
619	1.17545060775532	0.244877936459581	ZC2HC1A
1609	-1.17502669781111	0.244869292500201	COG7
1611	-1.174317385418	0.245150882032072	HYKK
2799	-1.17404916387324	0.245257423895603	PSME3
101	-1.17149727010795	0.246542153097929	GGPS1
2325	1.17095228260558	0.246759280114881	POLDIP3
3390	1.16920799891733	0.247863740209811	RNF146
102	-1.16875771895418	0.247635004050237	ATOX1
1607	-1.16805426808337	0.247647397296568	BAG1
1608	-1.16801576500712	0.247662801143651	PDE6G
1604	-1.15629469795541	0.252384070680658	RHPN1
3397	1.15528124197547	0.25346645547124	SF3A3
109	-1.15234161846838	0.254256701463264	CETN3
108	-1.15234161838733	0.254256701496266	SGSM1
107	-1.15231874505626	0.254266015358724	AAGAB
105	-1.15190261351198	0.254435503857349	FAM96A
106	-1.1519026134707	0.254435503874167	CETN1
104	-1.14974429016275	0.255315875515158	CASP6
103	-1.14907744837805	0.255588317336397	C21orf2
1603	-1.148702306092	0.25547646674131	PSMB2
3810	1.14349831905548	0.258170983350614	STX5
3409	1.1423045900505	0.258662065436602	PLP2
610	1.13545146103611	0.261110087263656	ARHGAP26
2569	-1.13290224571978	0.262354443338552	C9orf9
2568	-1.13089710504757	0.263189951632899	GATA2
2801	-1.1233441617035	0.266000477101026	RP9P
3812	1.12274338462814	0.266804323255329	CUL5
3811	1.11864759253527	0.268531921003969	GIMAP6
647	1.1157479272804	0.269381274548065	BBS4
2567	-1.11478316629208	0.269972962474916	CHRNG
1592	-1.11386753441634	0.270011008622016	CENPU
620	1.11274579953657	0.270657559354796	FAM151B
1595	-1.11240498049033	0.270633737580607	ZNF576
1594	-1.11033168000629	0.271518241873682	RBBP4
3814	1.11005794136622	0.272180671942062	PRMT6
3813	1.11002674355103	0.272193987675042	SCRN1
1591	-1.10958258466929	0.271838317599545	ARHGAP9
3406	1.10813165297808	0.273003704097873	PRKRA
2670	1.10742844951596	0.272760220406235	LMNA
3407	1.10201226401816	0.275629914635864	TARBP2
1597	-1.09848445292105	0.276611443708735	MED30
676	1.09180063887958	0.279595817636661	APTX
112	-1.09048204596274	0.280343002807696	CETN2
110	-1.08976644537966	0.280655337587999	HEATR1
111	-1.08971120488027	0.280679458241743	POC5
113	-1.08844808846148	0.281231390379584	CCDC110
1596	-1.08817001341416	0.28109981605266	ZDHHC24
1593	-1.08781450994948	0.281255414553393	CDK2AP1
2316	1.08552019179327	0.282513676552165	ACY1
2324	1.08350997157729	0.283396417566272	METTL17
1601	-1.08149519843093	0.284031297513823	DZIP1L
2811	-1.08147436890373	0.284040478668816	POGZ
616	1.08100670705339	0.28441141960893	GATSL3
2566	-1.08077843242306	0.284689160874886	KRTAP10-3
1602	-1.08038777907633	0.284519707338894	PEF1
2563	-1.07795524249052	0.285935588176501	ZNF266
2220	1.07626953250533	0.286341111397978	ZMAT1
2267	1.07224013180726	0.28821134549003	SMAD3
1599	-1.06959265120766	0.28931128827272	ZNF277
4022	1.0695500875897	0.289761603465213	POLE4
2565	-1.06722066298668	0.290709459892667	TNP2
2564	-1.06682077125563	0.290888358693268	PGLS
2819	-1.06116944755435	0.293088602361416	FAM189A2
1598	-1.05696599819064	0.294986258286701	SLC39A13
2315	1.05658343474929	0.295405836151104	CDC73
3785	1.05545764958066	0.296095305139395	SLC4A1AP
2818	-1.05517589299622	0.295796964993661	RNF31
2803	-1.05433136323578	0.296179968532319	DCUN1D1
2802	-1.05167755672497	0.297385715445927	SREK1IP1
621	1.05091443569821	0.297893575267123	COG2
3388	1.05061430118229	0.298487271741283	PCBD1
3392	1.04758907742935	0.299865735245787	GPR25
3389	1.04621213991436	0.300494592187892	TFF3
2322	1.04609965973271	0.300175130121592	SLC25A6
2320	1.0446404214282	0.300843129797511	RALYL
3787	1.04217065769654	0.302153744085014	THG1L
3408	1.04161760042359	0.302501752798731	TMEM79
3788	1.04040861890939	0.302963507672284	MAGEF1
3790	1.03997948563268	0.303160945053791	NTN4
3789	1.03982122326871	0.30323378125605	ARHGEF7
3786	1.03873341465756	0.303734741203336	TBC1D19
2808	-1.03817859554269	0.303571012748019	RWDD2B
2820	-1.03615639856026	0.304505098908829	WWP1
2321	1.03501038824826	0.305277016817619	AEN
2667	1.03310069851179	0.305920289743624	IMP3
2817	-1.02870386350587	0.307964444989921	CCDC24
3783	1.02576714053427	0.309749561244888	HAAO
3784	1.02575972133033	0.309753025901003	PHYHIPL
577	-1.02567119889483	0.309794366572685	KTN1
2527	-1.02402615539324	0.310655778136399	KRTAP10-5
3394	1.02312430887525	0.311173871277302	VAPB
3396	1.02063097829742	0.312342410020787	ZNF212
3795	1.01823272308225	0.313281592726541	NSMCE2
3393	1.01812335110708	0.313520649748473	RMDN2
1600	-1.01584153473214	0.313997501189075	RAB4A
2654	1.01481026215876	0.314484651133066	FAM71C
2662	1.01307986343074	0.315303197971262	WNT11
617	1.01291139179043	0.315537901617353	DPM1
3395	1.01209205087122	0.316366857302303	LOC155060
795	1.01203104026215	0.31580003142861	ACSS1
2317	1.01171211126748	0.316187622460339	TRAF3IP3
2809	-1.01120802935573	0.316190265653574	QKI
2816	-1.00533955045139	0.3189822458289	LITAF
3794	1.00242551631148	0.320780146908141	SLC52A2
2525	-0.99970618043856	0.322172528275277	SPRY1
3793	0.996665796204832	0.323542180620688	CADM1
2815	-0.996368111233165	0.323282415234384	LCP2
2570	-0.992678456403769	0.325377274385294	ZNF578
2323	0.989029777148119	0.327059660140135	SCEL
2712	-0.988576524720833	0.327048391904994	ZNF169
2664	0.985520110832896	0.328533630357552	LOC153684
615	0.984923137817397	0.328974920126269	C1orf116
2813	-0.980083264141063	0.331186699256129	PLEKHB2
2524	-0.979485154223167	0.331964005116474	LCE2A
2319	0.974232284715996	0.33428534473771	EMD
3792	0.972013596259969	0.335631496590038	WDR90
2663	0.968632266660267	0.336820947018167	MATN3
2711	-0.968317149946354	0.336976883762502	RAMP3
2805	-0.965809853906479	0.338219326579992	BAG3
2221	0.965707085804583	0.338270315696784	LZTS2
2804	-0.964163752661623	0.339036660648279	ARRDC3
2812	-0.963160074452231	0.339535652082802	RBM11
2531	-0.958452861082805	0.342269733858482	FAM76B
3375	0.95513284563532	0.344105779653099	SNRPD2
622	0.950749024260708	0.345891207184043	AGPAT4
2810	-0.94997391835742	0.346136185311998	GABPB1
2523	-0.949569956684099	0.346723373826003	PCSK5
2265	0.949348351425013	0.346451393749852	TCEANC
2530	-0.939666602860032	0.351733194875833	ZSCAN26
2713	-0.937757461222407	0.352325696065174	CLK4
2526	-0.932740628121744	0.355264742461818	TBC1D16
2529	-0.924896007436564	0.359292417081291	KRTAP10-9
3368	0.920502705251682	0.361730145951149	BCOR
3387	0.917207338080757	0.36343713552452	UGP2
2544	-0.916605163242673	0.363581162415262	TRPV6
3772	0.915560607475073	0.364123825861901	RPA1
3385	0.915408418953474	0.364371157096138	UBE2L6
3386	0.915406512620493	0.364372147707517	ARIH2
3384	0.915400024136901	0.364375519411475	TMEM25
3791	0.914893506669064	0.364553088640702	TBX22
3809	0.91374118186273	0.365152600063035	SBF2
2872	0.912151301365001	0.36553091359288	FBXO28
2528	-0.911320613638094	0.36633191741906	GNE
2873	0.909676497805906	0.366823786044375	ACY3
3281	-0.905415927065664	0.369056414695657	TCEANC2
2543	-0.90525496705644	0.369505675677916	MXI1
3808	0.903938131620429	0.37027837097099	USP53
3367	0.901065152657842	0.371873572226144	PCGF5
625	0.900905458170396	0.371566688452945	ZNF114
2318	0.899600988848444	0.372326892356689	MAB21L3
3280	-0.898211461531433	0.372851396923287	TUBB
2672	0.898135844780715	0.372891359507822	CLDN2
3366	0.897584667827137	0.37370885861838	RPE
2521	-0.897257067230165	0.373717256625525	NUFIP2
2520	-0.897255072149153	0.37371831100687	KRTAP5-9
2671	0.895672482344201	0.374194707416406	ZNF180
3383	0.895518353181004	0.37480116945004	RABGGTB
2314	0.894949105981698	0.374786179895791	PSTPIP1
3365	0.894464172436318	0.375359220868648	PEX5
2522	-0.890125368865003	0.377498386192992	LCE3C
2519	-0.890088435207577	0.377518030866556	LCE3E
3279	-0.889695299942638	0.377369198643012	MAL2
3374	0.885673099139276	0.380033520530296	EPB41
3382	0.881999050742733	0.381997923478062	RAB37
2673	0.88059757924434	0.382233611845459	TMEM8A
3369	0.88050276180271	0.382799779464069	PCGF3
794	0.880301172696369	0.382392757079389	C2orf88
3804	0.879128787184359	0.383454933490078	PTH2R
3801	0.877883621626824	0.384123960955547	SMARCD2
3379	0.875698153541026	0.385381729136632	EIF2B1
3377	0.874340583131434	0.386113256378904	USF2
2542	-0.871046576872366	0.387732444842085	BMP7
3376	0.8699365667768	0.388492369232222	BCL2L15
3378	0.866402999257634	0.39040788853592	TEAD2
3381	0.86394243247693	0.391745228796359	B4GALT7
4023	0.863221179411704	0.392057317158083	ANP32B
2858	0.862042109240272	0.392276607526096	SSBP3
3278	-0.861949684447193	0.392327039462194	TBRG4
